ID,Korean,Dec
1171,연습{경기,Prática {jogo
1172,대전,Jogo
1173,멀티 시즌성적,Multi temporada resulta
1174,새로운 시즌 시작,Início da nova temporada
1175,평균 선수 종합:,Total do Jogador do AVG:
1176,이곳을 눌러{선수 이름 입력,Pressione aqui para {nome do jogador Enter
1177,시즌,Estação
1178,영입정보,Informações de Recrutamento
1179,검색,Seque
1180,난이도,Dificuldade
1181,대표팀,Equipe famosa
1191,새로운 리그 시작,Início da nova liga
1192,<선수 등급 정보>,<Info da taxa de jogador>
1193,토너먼트,Torneio
1194,우승,Campeão
1195,승자조,Colchete do vencedor
1196,패자조,Braket do perdedor.
1197,시즌보상정보,Informações da recompensa da temporada
1198,격전보상정보,Informações de recompensa de esmagamento.
1199,재시도,Repetir
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Se você não prosseguir para o torneio final, você não será recompensado."
1201,랭크,Classificação
1202,격전,A paixão súbita
1203,팀정보,Informações da equipe
1204,다음경기,Próxima partida
1205,팀 능력,Estatísticas da equipe.
1206,선수 능력,Estatísticas do jogador.
1207,<시즌보상선수>,<Jogador de Recompensa da Temporada>
1208,추가경험치,Adicionar Exp.
1209,경기 자동,Jogo automático.
1210,아이템,Item
1211,사용중인 아이템,Itens em uso
1212,경기 아이템,Corresponder itens
1213,사용,Usar
1214,개수,Contar
1215,자동,Auto
1216,추가경험치,AddExp.
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ As recompensas só podem ser recebidas pela época 10 ou mais.
1218,언어설정,Configuração de idioma.
