ID,Korean,Dec
1087,터치 하면 게임 시작,Chạm để bắt đầu trận đấu
1088,평점,Xếp hạng
1089,경기진행,Tiến trình trận đấu
1090,버전확인,Kiểm tra phiên bản
1091,업데이트하러 가기,Đi đến cập nhật
1092,다시확인,Kiểm tra lại
1093,팀정보를 불러오지 못했습니다.{다시 시도해보세요.,Không tải được thông tin đội.{Thử lại
1094,이곳을 눌러 찾을 팀이름 입력,Nhấn vào đây để nhập tên đội và tìm kiếm.
1095,밴플레이어,Cấm người chơi
1096,전달,Relay
1097,전송,Gửi
1098,문의하기,Liên hệ với chúng tôi
1099,버그/건의,Lỗi / Đề xuất
1100,게임 종료,Thoát game
1101,초대링크,Liên kết mời
1102,모의경기,Trận đấu mô phỏng
1103,전략복사,Bản sao chiến lược
1104,신고,Báo cáo
1105,<이벤트>,<Sự kiện>
1106,스폰서의 특급이벤트!{{지금 스폰서광고를 보시면 보상을 +50%를 추가로 드립니다!,Sự Kiện Đặc Biệt Từ Nhà Tài Trợ! {{Xem ngay các Quảng Cáo Được Tài Trợ để nhận thêm +50% phần thưởng.}}
1107,영입시장으로 가기,Đi đến thị trường tuyển mộ
1108,<리뷰 이벤트>,Xem lại sự kiện
1109,게임을 해주셔서 감사합니다.{{리뷰를 해주시면 개발자에게 큰힘이 됩니다. 보상으로 정수 300개를 드립니다.,Cảm ơn bạn đã tham gia trò chơi. {{Đây là một sự hỗ trợ vô cùng quý giá cho các nhà phát triển. Bạn sẽ nhận được 300 Điểm Cốt làm phần thưởng.}}
1110,리뷰하러 가기,Xem lại
1111,답변을 받으실 메일을 적어주세요.,Vui lòng soạn một email trả lời.
1112,(언어 변경 시 재시작 필요),(Yêu cầu khởi động lại khi thay đổi ngôn ngữ)
1113,이벤트,Sự kiện
1114,포인트,Điểm
1115,친구요청,Lời mời kết bạn
1116,친구추가,Thêm bạn
1117,친구 목록,Danh sách bạn bè
1118,찾기,Tìm kiếm
1119,아니요,Không
1120,멀티대전정보,Thông tin Đa Trận
1121,친구 추가,Thêm bạn
1122,라인전{운영,Dòng{Hoạt động}
1123,밸런스,Cân bằng
1124,커스텀,Tuỳ chỉnh
1125,탑,Top
1126,정글,Rừng
1127,미드,Đường giữa
1128,원딜,Sát thương vật lý (AD)
1129,서폿,Hỗ trợ
1130,중심,Trung tâm
1131,갱킹,Gank
1132,메인오더,Lệnh chính
1133,한정,Giới hạn
1134,레벨,CẤP ĐỘ
1135,팀,Đội
1136,당신의 팀이름을 정해주세요{(최대 5글자),Vui lòng nhập tên đội (tối đa 5 ký tự)
1137,보낸이,Từ
1138,내용,Nội dung
1139,첨부,Đính kèm
1140,쪽지 목록,Danh sách tin nhắn
1141,받는이:,Đến:
1142,첨부종류:,Loại tệp đính kèm:
1143,상세:,Chi tiết:
1144,전송 비용:,Chi phí truyền:
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),(Giá vật phẩm + phí cơ bản 100 + 5% giá vật phẩm được gắn kèm)
1146,쪽지보내기,Gửi tin nhắn
1147,첼린저,Thách Đấu
1148,마스터,Master
1149,다이아,Kim cương
1150,플레티넘,Bạch kim
1151,골드,Vàng
1152,실버,Bạc
1153,브론즈,Bạc
1154,<시즌 보상정보>,Thông tin phần thưởng mùa
1155,시즌 보상정보,Thông tin Phần Thưởng Mùa Giải
1156,등급상승 보상,Phần thưởng nâng cấp hạng
1157,명예의 전당 헌액,Đóng góp Hall of Fame
1158,시즌보상카드 증정,Thẻ thưởng mùa giải
1159,다이아 패키지,Gói Kim Cương
1160,플레티넘 패키지,Gói Platinum
1161,골드 패키지,Gói Vàng
1162,실버 패키지,Gói Bạc
1163,모든선수 패키지,Gói Toàn Bộ Người Chơi
1164,다이아 영입,Tuyển Diamond
1165,첼린저 영입,Tuyển Dụng Challenger
1166,모든한정포함 첼린저 영입,Tuyển dụng giới hạn toàn diện
1167,보낸날짜,Ngày gửi
1168,보상정보,Thông tin Phần Thưởng
1169,모든팀에게 승리 시,Chiến thắng cho mọi đội!
1170,상세보기,Xem chi tiết
1171,연습{경기,Trận tập
1172,대전,Trận đấu
1173,멀티 시즌성적,Kết quả đa mùa
1174,새로운 시즌 시작,Mùa mới bắt đầu!
1175,평균 선수 종합:,Tổng trung bình người chơi:
1176,이곳을 눌러{선수 이름 입력,Nhấn vào đây để {Tên người chơi} nhập
1177,시즌,Mùa
1178,영입정보,Thông tin tuyển dụng
1179,검색,Tìm kiếm
1180,난이도,Độ khó
1181,대표팀,Đội nổi tiếng
1191,새로운 리그 시작,Khởi Đầu Mùa Giải Mới!
1192,<선수 등급 정보>,Thông tin tỉ lệ người chơi
1193,토너먼트,Giải đấu
1194,우승,Tướng
1195,승자조,Bảng thắng
1196,패자조,Bảng loại thua
1197,시즌보상정보,Thông tin phần thưởng mùa giải
1198,격전보상정보,Thông tin Phần Thưởng Crush
1199,재시도,Thử lại
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Nếu bạn không lọt vào vòng chung kết, sẽ không nhận được phần thưởng."
1201,랭크,Xếp hạng
1202,격전,ĐÁNH BẸP
1203,팀정보,Thông tin đội
1204,다음경기,Trận đấu tiếp theo
1205,팀 능력,Thống kê đội
1206,선수 능력,Thống kê Người Chơi
1207,<시즌보상선수>,Người chơi Phần thưởng Mùa
1208,추가경험치,Thêm EXP
1209,경기 자동,Ghép trận tự động
1210,아이템,Vật phẩm
1211,사용중인 아이템,Vật phẩm đang sử dụng
1212,경기 아이템,Vật phẩm trận đấu
1213,사용,Sử dụng
1214,개수,Đếm
1215,자동,Tự động
1216,추가경험치,Thêm EXP
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ Phần thưởng chỉ áp dụng cho người chơi đã đạt mùa giải 10 trở lên.
1218,언어설정,Cài đặt Ngôn ngữ
1219,리셋,Đặt lại
1220,재시작,Tái khởi động
1221,코치,Huấn luyện viên
1222,추가,Thêm
1223,후보,Thay người
1224,새게임,Trận đấu mới
1225,버그 제보,Báo cáo lỗi
1226,코치명단,Danh sách Huấn luyện viên
1227,새로운 광고 준비 중... 기다려주세요,Đang chuẩn bị quảng cáo mới… vui lòng chờ.
1228,확률정보,Thông tin xác suất
1229,팀명 변경,Đổi tên đội
1230,보상선수,Phần Thưởng Người Chơi
1231,선수명단,Danh sách tuyển thủ
1232,시간정보 재송신,Thông tin thời gian đã được tải lại.
