ID,Korean,Dec
1081,이곳을 눌러 입력,Appuyez ici pour entrer
1082,최종순위,Rang final
1083,시즌 보상:,Récompense de saison:
1084,스킵,Sauter
1085,예,Oui
1086,아니오,Non
1087,터치 하면 게임 시작,Toucher pour démarrer le jeu
1088,평점,Grade
1089,경기진행,Faire correspondre les progrès
1090,버전확인,Vérifier la version
1091,업데이트하러 가기,Aller à la mise à jour
1092,다시확인,revérifier
1093,팀정보를 불러오지 못했습니다.{다시 시도해보세요.,Échec de charger les informations de l'équipe. {Ressayez
1094,이곳을 눌러 찾을 팀이름 입력,Appuyez ici pour entrer le nom de l'équipe pour trouver
1095,밴플레이어,Interdire
1096,전달,Relais
1097,전송,Envoyer
1098,문의하기,Contactez-nous
1099,버그/건의,Bug / suggestions
1100,게임 종료,Jeu de sortie
1101,초대링크,Lien d'invitation
1102,모의경기,Match de simulation
1103,전략복사,Copie stratégique
1104,신고,Rapport
1105,<이벤트>,<velois>
1106,스폰서의 특급이벤트!{{지금 스폰서광고를 보시면 보상을 +50%를 추가로 드립니다!,Événement express du sponsor! {{Découvrez les annonces sponsorisées maintenant pour obtenir une récompense supplémentaire de + 50%.
1107,영입시장으로 가기,Aller sur le marché du recrutement
1108,<리뷰 이벤트>,<Événement de révision>
1109,게임을 해주셔서 감사합니다.{{리뷰를 해주시면 개발자에게 큰힘이 됩니다. 보상으로 정수 300개를 드립니다.,Merci d'avoir joué au jeu. {{C'est d'une grande aide pour les développeurs. Vous recevrez 300 essences en récompense.
1110,리뷰하러 가기,Aller à l'examen
1111,답변을 받으실 메일을 적어주세요.,Veuillez écrire un e-mail pour répondre.
1112,(언어 변경 시 재시작 필요),(Nécessite un redémarrage lors du changement de langue)
1113,이벤트,Événement
1114,포인트,Indiquer
1115,친구요청,Demande d'ami
1116,친구추가,Ajouter un ami
1117,친구 목록,Liste d'amis
1118,찾기,Trouver
1119,아니요,Non
1120,멀티대전정보,Informations multipathes
1121,친구 추가,Ajouter un ami
1122,라인전{운영,Ligne {opération
1123,밸런스,Équilibré
1124,커스텀,Coutume
1125,탑,Haut
1126,정글,Jungle
1127,미드,Milieu
1128,원딜,ANNONCE
1129,서폿,Soutien
1130,중심,Centre
1131,갱킹,Ganking
1132,메인오더,Commande principale
1133,한정,Limité
1134,레벨,LV
1135,팀,Équipe
1136,당신의 팀이름을 정해주세요{(최대 5글자),Veuillez spécifier le nom de votre équipe {(jusqu'à 5 caractères)
1137,보낸이,Depuis
1138,내용,Contenu
1139,첨부,Pièce jointe
1140,쪽지 목록,Liste de messages
1141,받는이:,À:
1142,첨부종류:,Type d'attachement:
1143,상세:,Détail:
1144,전송 비용:,Coût de transmission:
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),(Prix d'article + frais de base 100 + 5% du prix d'article ci-joint)
1146,쪽지보내기,Envoyer un message
1147,첼린저,Challenger
1148,마스터,Maître
1149,다이아,Diamant
1150,플레티넘,Platine
1151,골드,Or
1152,실버,Argent
1153,브론즈,Bronze
1154,<시즌 보상정보>,<Informations sur la récompense de la saison>
1155,시즌 보상정보,Informations sur la récompense de la saison
1156,등급상승 보상,Récompense de mise à niveau des classes
1157,명예의 전당 헌액,Contribution du Temple de la renommée
1158,시즌보상카드 증정,Carte de récompense de saison
1159,다이아 패키지,Diamètre
1160,플레티넘 패키지,Platine
1161,골드 패키지,Forfait en or
1162,실버 패키지,Paquet en argent
1163,모든선수 패키지,Tous les joueurs Package
1164,다이아 영입,Recrutement de diamants
1165,첼린저 영입,Recrutement de challenger
1166,모든한정포함 첼린저 영입,Recrutement de limite tout compris
1167,보낸날짜,Date d'envoi
1168,보상정보,Informations sur les récompenses
1169,모든팀에게 승리 시,Victoire à toutes les équipes
1170,상세보기,Afficher les détails
1171,연습{경기,Pratiquez {faire correspondre
1172,대전,Correspondre
1173,멀티 시즌성적,Résultats multi-saison
1174,새로운 시즌 시작,Nouveau début de saison
1175,평균 선수 종합:,Total du joueur AVG:
1176,이곳을 눌러{선수 이름 입력,Appuyez ici pour {le nom du joueur entre
1177,시즌,Saison
1178,영입정보,Informations sur le recrutement
1179,검색,Scie
1180,난이도,Difficulté
1181,대표팀,Équipe célèbre
1191,새로운 리그 시작,New League Start
1192,<선수 등급 정보>,<Informations sur le taux des joueurs>
1193,토너먼트,Tournoi
1194,우승,Champion
1195,승자조,Support du gagnant
1196,패자조,Support de perdant
1197,시즌보상정보,Informations sur la récompense de la saison
1198,격전보상정보,Écraser les informations de récompense
1199,재시도,Réessayer
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Si vous ne procédez pas au tournoi final, vous ne serez pas récompensé."
1201,랭크,Rang
1202,격전,Écraser
1203,팀정보,Informations sur l'équipe
1204,다음경기,Match suivant
1205,팀 능력,Statistiques d'équipe
1206,선수 능력,Statistiques des joueurs
1207,<시즌보상선수>,<Le joueur de récompense de la saison>
1208,추가경험치,Ajouter Exp
1209,경기 자동,Match automatique
1210,아이템,Article
1211,사용중인 아이템,Articles utilisés
1212,경기 아이템,Faire correspondre les articles
1213,사용,Utiliser
1214,개수,Compter
1215,자동,Auto
1216,추가경험치,AddExp
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ Les récompenses ne peuvent être reçues que par la saison 10 ou plus.
1218,언어설정,Stage
1219,리셋,Réinitialiser
1220,재시작,Redémarrer
1221,코치,Entraîneur
1222,추가,Ajouter
1223,후보,Sous
1224,새게임,Nouveau jeu
1225,버그 제보,Rapport de bogue
1226,코치명단,Liste des entraîneurs
1227,새로운 광고 준비 중... 기다려주세요,Préparer une nouvelle annonce ... Veuillez patienter
1228,확률정보,Informations sur la probabilité
1229,팀명 변경,Changement de nom de l'équipe
1230,보상선수,Récompense
1231,선수명단,Liste des joueurs
1232,시간정보 재송신,Rechargement d'informations sur le temps
