ID,Korean,Dec
1082,최종순위,अंतिम रैंक
1083,시즌 보상:,सीज़न इनाम:
1084,스킵,छोड़ें
1085,예,हाँ
1086,아니오,नहीं
1087,터치 하면 게임 시작,गेम शुरू करने के लिए टच करें
1088,평점,ग्रेड
1089,경기진행,मैच प्रगति
1090,버전확인,संस्करण जाँचें
1091,업데이트하러 가기,अपडेट पर जाएँ
1092,다시확인,फिर से जांचें
1093,팀정보를 불러오지 못했습니다.{다시 시도해보세요.,टीम जानकारी लोड करने में विफल रहा।{फ़िर से कोशिश करें
1094,이곳을 눌러 찾을 팀이름 입력,यहाँ टैप करके टीम का नाम दर्ज करें और खोजें।
1095,밴플레이어,खिलाड़ी को बैन करें
1096,전달,रिले
1097,전송,भेजें
1098,문의하기,हमसे संपर्क करें
1099,버그/건의,बग / सुझाव
1100,게임 종료,गेम बंद करें
1101,초대링크,आमंत्रण लिंक
1102,모의경기,सिमुलेशन मैच
1103,전략복사,रणनीतिक कॉपी
1104,신고,रिपोर्ट
1105,<이벤트>,<इवेंट>
1106,스폰서의 특급이벤트!{{지금 스폰서광고를 보시면 보상을 +50%를 추가로 드립니다!,स्पॉन्सर एक्सप्रेस इवेंट! अभी स्पॉन्सर्ड विज्ञापन देखें और अतिरिक्त + 50% रिवार्ड प्राप्त करें।
1107,영입시장으로 가기,रिक्रूटमेंट मार्केट पर जाओ
1108,<리뷰 이벤트>,इवेंट की समीक्षा
1109,게임을 해주셔서 감사합니다.{{리뷰를 해주시면 개발자에게 큰힘이 됩니다. 보상으로 정수 300개를 드립니다.,खेल खेलने के लिए धन्यवाद। {{यह डेवलपर्स की बहुत बड़ी मदद है। आपको इनाम के रूप में 300 एसेंस मिलेगा।}}
1110,리뷰하러 가기,समीक्षा देखें।
1111,답변을 받으실 메일을 적어주세요.,कृपया जवाब देने हेतु एक ईमेल लिखें।
1112,(언어 변경 시 재시작 필요),(भाषा बदलने पर पुनः आरंभ आवश्यक)
1113,이벤트,इवेंट
1114,포인트,अंक
1115,친구요청,फ़्रेंड रिक्वेस्ट
1116,친구추가,दोस्त जोड़ें
1117,친구 목록,फ़्रेंड लिस्ट
1118,찾기,खोजें
1119,아니요,नहीं
1120,멀티대전정보,मल्टीमैच जानकारी
1121,친구 추가,दोस्त जोड़ें
1122,라인전{운영,लाइन {ऑपरेशन}
1123,밸런스,संतुलित
1124,커스텀,कस्टम
1125,탑,टॉप
1126,정글,जंगल
1127,미드,मिड
1128,원딜,एडी
1129,서폿,सपोर्ट
1130,중심,केंद्र
1131,갱킹,गैंकिंग
1132,메인오더,मुख्य आदेश
1133,한정,सीमित
1134,레벨,लेवल
1135,팀,टीम
1136,당신의 팀이름을 정해주세요{(최대 5글자),कृपया अपनी टीम का नाम दर्ज करें (अधिकतम 5 अक्षर)
1137,보낸이,से
1138,내용,सामग्री
1139,첨부,अटैचमेंट
1140,쪽지 목록,संदेश सूची
1141,받는이:,को:
1142,첨부종류:,संलग्नक प्रकार:
1143,상세:,विवरण:
1144,전송 비용:,प्रसारण लागत:
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),आइटम की कीमत + बेसिक फ़ी १०० + संलग्न आइटम की कीमत का ५%
1146,쪽지보내기,संदेश भेजें
1147,첼린저,चैलेंजर
1148,마스터,मास्टर
1149,다이아,डायमंड
1150,플레티넘,प्लैटिनम
1151,골드,गोल्ड
1152,실버,सिल्वर
1153,브론즈,ब्रॉन्ज़
1154,<시즌 보상정보>,सीजन इनाम जानकारी
1155,시즌 보상정보,सीज़न रिवॉर्ड जानकारी
1156,등급상승 보상,वर्ग उन्नयन इनाम
1157,명예의 전당 헌액,हॉल ऑफ़ फेम योगदान
1158,시즌보상카드 증정,सीज़न इनाम कार्ड
1159,다이아 패키지,डायमंड पैकेज
1160,플레티넘 패키지,प्लैटिनम पैकेज
1161,골드 패키지,गोल्ड पैकेज
1162,실버 패키지,सिल्वर पैकेज
1163,모든선수 패키지,ऑल प्लेयर पैकेज
1164,다이아 영입,डायमंड भर्ती
1165,첼린저 영입,चैलेंजर भर्ती
1166,모든한정포함 첼린저 영입,सभी को शामिल करने वाली सीमित भर्ती
1167,보낸날짜,भेजा गया दिनांक
1168,보상정보,इनाम जानकारी
1169,모든팀에게 승리 시,सभी टीमों को जीत मुबारक!
1170,상세보기,विवरण देखें
1171,연습{경기,प्रैक्टिस मैच
1172,대전,मैच
1173,멀티 시즌성적,एकाधिक सीज़न परिणाम
1174,새로운 시즌 시작,नया सीज़न शुरू
1175,평균 선수 종합:,औसत खिलाड़ी कुल:
1176,이곳을 눌러{선수 이름 입력,इसे दबाकर {Player name} दर्ज करें।
1177,시즌,सीजन
1178,영입정보,भर्ती जानकारी
1179,검색,खोज
1180,난이도,कठिनाई
1181,대표팀,प्रसिद्ध टीम
1191,새로운 리그 시작,नई लीग शुरू!
1192,<선수 등급 정보>,खिलाड़ी रेट जानकारी
1193,토너먼트,टूर्नामेंट
1194,우승,चैंपियन
1195,승자조,विजेताओं की ब्रैकेट
1196,패자조,हारने वालों का ब्रैकेट
1197,시즌보상정보,सीज़न रिवॉर्ड जानकारी
1198,격전보상정보,क्रश रिवार्ड जानकारी
1199,재시도,रीट्राई
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ यदि आप फ़ाइनल टूर्नामेंट तक नहीं पहुँचते, तो आपका कोई रिवॉर्ड नहीं दिया जाएगा।"
1201,랭크,रैंक
1202,격전,क्रश
1203,팀정보,टीम जानकारी
1204,다음경기,अगला मैच
1205,팀 능력,टीम आँकड़े
1206,선수 능력,खिलाड़ी आँकड़े
1207,<시즌보상선수>,सीजन रिवॉर्ड खिलाड़ी
1208,추가경험치,EXP जोड़ें
1209,경기 자동,ऑटो मैच
1210,아이템,आइटम
1211,사용중인 아이템,उपयोग में आइटम
1212,경기 아이템,मैچ आइटम्स
1213,사용,उपयोग करें
1214,개수,गिनती
1215,자동,ऑटो
1216,추가경험치,EXP जोड़ें
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ इनाम केवल सीज़न 10 या उसके बाद के खिलाड़ियों को ही मिलेंगे।
1218,언어설정,भाषा सेटिंग
1219,리셋,रीसेट
1220,재시작,रीबूट
1221,코치,कोच
1222,추가,जोड़ें
1223,후보,सब
1224,새게임,नया गेम
1225,버그 제보,बग रिपोर्ट
1226,코치명단,कोच सूची
1227,새로운 광고 준비 중... 기다려주세요,नया विज्ञापन तैयार हो रहा है… कृपया प्रतीक्षा करें।
1228,확률정보,प्रायिकता जानकारी
1229,팀명 변경,टीम नाम बदलें
1230,보상선수,खिलाड़ी को पुरस्कार दें
1231,선수명단,खिलाड़ियों की सूची
1232,시간정보 재송신,समय जानकारी पुनःलोड
