ID,Korean,Dec
1111,답변을 받으실 메일을 적어주세요.,请撰写一封电子邮件进行回复。
1112,(언어 변경 시 재시작 필요),（更改语言后需重启）
1113,이벤트,赛事
1114,포인트,积分
1115,친구요청,好友请求
1116,친구추가,添加好友
1117,친구 목록,好友列表
1118,찾기,查找
1119,아니요,否
1120,멀티대전정보,多局赛信息
1121,친구 추가,添加好友
1122,라인전{운영,线路{操作
1123,밸런스,平衡
1124,커스텀,自定义
1125,탑,上路
1126,정글,打野
1127,미드,中路
1128,원딜,攻击力（AD）
1129,서폿,辅助
1130,중심,中路
1131,갱킹,抓人
1132,메인오더,主要指令
1133,한정,限量
1134,레벨,等级
1135,팀,战队
1136,당신의 팀이름을 정해주세요{(최대 5글자),请设定队名（限5字以内）
1137,보낸이,来自
1138,내용,目录
1139,첨부,附件
1140,쪽지 목록,消息列表
1141,받는이:,致：
1142,첨부종류:,附件类型：
1143,상세:,细节：
1144,전송 비용:,传送费用：
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),（物品价格 + 基础费用 100 + 附加物品价格的 5%）
1146,쪽지보내기,发送信息
1147,첼린저,挑战者
1148,마스터,大师
1149,다이아,钻石
1150,플레티넘,白金
1151,골드,黄金
1152,실버,白银
1153,브론즈,青铜
1154,<시즌 보상정보>,赛季奖励信息
1155,시즌 보상정보,赛季奖励信息
1156,등급상승 보상,职业升级奖励
1157,명예의 전당 헌액,名人堂贡献
1158,시즌보상카드 증정,赛季奖励卡
1159,다이아 패키지,钻石礼包
1160,플레티넘 패키지,白金套餐
1161,골드 패키지,黄金套餐
1162,실버 패키지,银卡套餐
1163,모든선수 패키지,全玩家礼包
1164,다이아 영입,钻石招募
1165,첼린저 영입,挑战者招募
1166,모든한정포함 첼린저 영입,全员限定招募
1167,보낸날짜,发送日期
1168,보상정보,奖励信息
1169,모든팀에게 승리 시,祝所有队伍取得胜利！
1170,상세보기,查看详情
1171,연습{경기,练习赛
1172,대전,比赛
1173,멀티 시즌성적,多赛季成绩
1174,새로운 시즌 시작,新赛季开始
1175,평균 선수 종합:,平均玩家总计：
1176,이곳을 눌러{선수 이름 입력,点击此处以让 {Player name} 进入游戏。
1177,시즌,赛季
1178,영입정보,招募信息
1179,검색,搜索
1180,난이도,难度
1181,대표팀,知名战队
1191,새로운 리그 시작,新赛季开启
1192,<선수 등급 정보>,选手评分信息
1193,토너먼트,锦标赛
1194,우승,英雄
1195,승자조,胜者组
1196,패자조,败者组
1197,시즌보상정보,赛季奖励信息
1198,격전보상정보,击碎奖励信息
1199,재시도,重试
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,※ 若未晋级至最终赛事，将无法获取奖励。
1201,랭크,段位
1202,격전,碾压
1203,팀정보,队伍信息
1204,다음경기,下一场比赛
1205,팀 능력,队伍统计
1206,선수 능력,选手数据
1207,<시즌보상선수>,赛季奖励玩家
1208,추가경험치,增加经验
1209,경기 자동,自动匹配
1210,아이템,装备
1211,사용중인 아이템,已装备物品
1212,경기 아이템,比赛装备
1213,사용,使用
1214,개수,计数
1215,자동,自动
1216,추가경험치,增加经验值
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ 奖励仅限第10赛季及之后可领取。
1218,언어설정,语言设置
1219,리셋,重置
1220,재시작,重启
1221,코치,教练
1222,추가,添加
1223,후보,替补
1224,새게임,新游戏
1225,버그 제보,Bug 报告
1226,코치명단,教练名单
1227,새로운 광고 준비 중... 기다려주세요,正在准备新广告……请稍候
1228,확률정보,概率信息
1229,팀명 변경,队名更改
1230,보상선수,奖励玩家
1231,선수명단,选手列表
1232,시간정보 재송신,时间信息已重新加载
1233,밴픽 평가,禁选评估
