ID,Korean,Dec
1156,등급상승 보상,Recompensa de Mejora de Clase
1157,명예의 전당 헌액,Contribución al Salón de la Fama
1158,시즌보상카드 증정,Carta de recompensa de temporada
1159,다이아 패키지,Paquete Diamante
1160,플레티넘 패키지,Paquete Platino
1161,골드 패키지,Paquete Oro
1162,실버 패키지,Paquete Plata
1163,모든선수 패키지,Paquete para todos los jugadores
1164,다이아 영입,Reclutamiento de Diamante
1165,첼린저 영입,Reclutamiento Challenger
1166,모든한정포함 첼린저 영입,Reclutamiento de Límite Todo Incluido
1167,보낸날짜,Fecha de envío
1168,보상정보,Información de recompensas
1169,모든팀에게 승리 시,¡Victoria para todos los equipos!
1170,상세보기,Ver detalles
1171,연습{경기,Práctica{Partida
1172,대전,Partido
1173,멀티 시즌성적,Resultados de varias temporadas
1174,새로운 시즌 시작,¡Arranca la nueva temporada!
1175,평균 선수 종합:,Promedio total por jugador:
1176,이곳을 눌러{선수 이름 입력,Pulsa aquí para que {Player name} entre
1177,시즌,Temporada
1178,영입정보,Info de reclutamiento
1179,검색,Buscar
1180,난이도,Dificultad
1181,대표팀,Equipo famoso
1191,새로운 리그 시작,¡Comienza una nueva liga!
1192,<선수 등급 정보>,Información de calificación del jugador
1193,토너먼트,Torneo
1194,우승,Campeón
1195,승자조,Llave de ganadores
1196,패자조,Llave de perdedores
1197,시즌보상정보,Información de recompensas de temporada
1198,격전보상정보,Información de recompensa Crush
1199,재시도,Reintentar
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Si no avanzas al torneo final, no recibirás recompensa."
1201,랭크,Rango
1202,격전,Aplastado
1203,팀정보,Información del equipo
1204,다음경기,¡Próxima partida!
1205,팀 능력,Estadísticas del Equipo
1206,선수 능력,Estadísticas del jugador
1207,<시즌보상선수>,Jugador de recompensa de temporada
1208,추가경험치,¡Añade XP!
1209,경기 자동,Emparejamiento automático
1210,아이템,Objeto
1211,사용중인 아이템,Objetos en uso
1212,경기 아이템,Objetos de la partida
1213,사용,Usar
1214,개수,Contar
1215,자동,Auto
1216,추가경험치,¡Añadir XP!
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ Las recompensas solo pueden obtenerse a partir de la Temporada 10.
1218,언어설정,Configuración de idioma
1219,리셋,Reiniciar
1220,재시작,Reinicio
1221,코치,Entrenador
1222,추가,Agregar
1223,후보,Suplente
1224,새게임,¡Nueva partida!
1225,버그 제보,Reporte de errores
1226,코치명단,Lista de entrenadores
1227,새로운 광고 준비 중... 기다려주세요,¡Preparando nuevo anuncio... por favor espera!
1228,확률정보,Información de probabilidad
1229,팀명 변경,Cambio de nombre del equipo
1230,보상선수,¡Recompensa al jugador!
1231,선수명단,Lista de Jugadores
1232,시간정보 재송신,Recargar información de tiempo
