ID,Korean,Dec
1136,당신의 팀이름을 정해주세요{(최대 5글자),يرجى تحديد اسم فريقك {(حتى 5 أحرف)
1137,보낸이,من
1138,내용,محتويات
1139,첨부,مرفق
1140,쪽지 목록,قائمة الرسائل
1141,받는이:,ل:
1142,첨부종류:,نوع المرفق:
1143,상세:,التفاصيل:
1144,전송 비용:,تكلفة النقل:
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),(سعر البند + الرسوم الأساسية 100 + 5٪ من سعر البند المرفق)
1146,쪽지보내기,ارسل رسالة
1147,첼린저,تشالنجر
1148,마스터,رئيس
1149,다이아,الماس
1150,플레티넘,البلاتين
1151,골드,ذهب
1152,실버,فضة
1153,브론즈,برونزي
1154,<시즌 보상정보>,<Season Reward Information>
1155,시즌 보상정보,موسم مكافأة المعلومات
1156,등급상승 보상,ثمن ترقية المكافأة
1157,명예의 전당 헌액,مساهمة قاعة المشاهير
1158,시즌보상카드 증정,بطاقة مكافأة الموسم
1159,다이아 패키지,حزمة الماس
1160,플레티넘 패키지,حزمة البلاتين
1161,골드 패키지,حزمة الذهب
1162,실버 패키지,حزمة الفضة
1163,모든선수 패키지,جميع اللاعب حزمة
1164,다이아 영입,توظيف الماس
1165,첼린저 영입,تجنيد تشالنجر
1166,모든한정포함 첼린저 영입,جميع تشمل حد التجنيد
1167,보낸날짜,تاريخ المرسل
1168,보상정보,مكافآت معلومات
1169,모든팀에게 승리 시,النصر لجميع الفرق
1170,상세보기,عرض التفاصيل
1171,연습{경기,الممارسة {match.
1172,대전,مباراة
1173,멀티 시즌성적,نتائج موسم متعددة
1174,새로운 시즌 시작,بداية موسم جديد
1175,평균 선수 종합:,إجمالي مشغل AVG:
1176,이곳을 눌러{선수 이름 입력,اضغط هنا إلى {اسم اللاعب أدخل
1177,시즌,الموسم
1178,영입정보,معلومات التوظيف
1179,검색,سيتش
1180,난이도,صعوبة
1181,대표팀,فريق مشهور
1191,새로운 리그 시작,بداية الدوري الجديد
1192,<선수 등급 정보>,<معلومات معدل اللاعب>
1193,토너먼트,المسابقة
1194,우승,بطل
1195,승자조,قوس الفائز
1196,패자조,braket الخاسر
1197,시즌보상정보,موسم مكافأة المعلومات
1198,격전보상정보,سحق مكافأة المعلومات
1199,재시도,أعد
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,※ إذا لم تتقدم إلى البطولة النهائية، فلن تتم مكافأتك.
1201,랭크,مرتبة
1202,격전,سحق
1203,팀정보,معلومات الفريق
1204,다음경기,المباراة التالية
1205,팀 능력,احصائيات الفريق
1206,선수 능력,احصائيات لاعب
1207,<시즌보상선수>,<برنامج مكافأة الموسم>
1208,추가경험치,أضف إكسب
1209,경기 자동,مباراة السيارات
1210,아이템,العنصر
1211,사용중인 아이템,البنود في الاستخدام
1212,경기 아이템,مطابقة العناصر
1213,사용,يستخدم
1214,개수,عدد
1215,자동,آلي
1216,추가경험치,addexp.
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ لا يمكن استلام المكافآت إلا بموسم 10 أو أكثر.
1218,언어설정,تحدد اللغة
1219,리셋,إعادة ضبط
1220,재시작,اعادة التشغيل
