ID,Korean,Dec
1077,기타,И т.д.
1078,보상,Награда
1079,공지사항,Уведомление
1080,계속,Продолжить
1081,이곳을 눌러 입력,"Нажмите здесь, чтобы войти"
1082,최종순위,Конечный ранг
1083,시즌 보상:,Награда сезона:
1084,스킵,Пропустить
1085,예,Да
1086,아니오,Нет
1087,터치 하면 게임 시작,"Коснитесь, чтобы начать игру"
1088,평점,Уровень
1089,경기진행,Ход матча
1090,버전확인,Проверить версию
1091,업데이트하러 가기,Перейти к обновлению
1092,다시확인,Проверьте ещё раз
1093,팀정보를 불러오지 못했습니다.{다시 시도해보세요.,Не удалось загрузить информацию о команде. Попробуйте ещё раз.
1094,이곳을 눌러 찾을 팀이름 입력,"Нажмите здесь, чтобы ввести название команды и выполнить поиск."
1095,밴플레이어,Забанить игрока
1096,전달,Трансляция
1097,전송,Отправить
1098,문의하기,Свяжитесь с нами
1099,버그/건의,Баг / Предложения
1100,게임 종료,Выйти из игры
1101,초대링크,Ссылка‑приглашения
1102,모의경기,Симуляционный матч
1103,전략복사,Стратегический копипаст
1104,신고,Сообщить
1105,<이벤트>,<Событие>
1106,스폰서의 특급이벤트!{{지금 스폰서광고를 보시면 보상을 +50%를 추가로 드립니다!,Экспресс‑ивент от спонсора! {{Посмотрите рекламные ролики сейчас и получите дополнительный бонус +50%.}}
1107,영입시장으로 가기,Перейти к рынку найма
1108,<리뷰 이벤트>,Обзор события
1109,게임을 해주셔서 감사합니다.{{리뷰를 해주시면 개발자에게 큰힘이 됩니다. 보상으로 정수 300개를 드립니다.,Спасибо за игру! {{Это огромная помощь разработчикам. Вы получите 300 эссенций в качестве награды.}}
1110,리뷰하러 가기,Перейти к обзору
1111,답변을 받으실 메일을 적어주세요.,"Пожалуйста, составьте ответное электронное письмо."
1112,(언어 변경 시 재시작 필요),(Требуется перезагрузка при изменении языка)
1113,이벤트,Ивент
1114,포인트,Очко
1115,친구요청,Запрос в друзья
1116,친구추가,Добавить друга
1117,친구 목록,Список друзей
1118,찾기,Найти
1119,아니요,Нет
1120,멀티대전정보,Информация о мультиматче
1121,친구 추가,Добавить друга
1122,라인전{운영,Линия{Операция
1123,밸런스,Сбалансировано
1124,커스텀,Кастом
1125,탑,Топ
1126,정글,джангл
1127,미드,Мид
1128,원딜,АД
1129,서폿,Поддержка
1130,중심,Центр
1131,갱킹,Ганкинг
1132,메인오더,Главный приказ
1133,한정,Ограничено
1134,레벨,УР
1135,팀,Команда
1136,당신의 팀이름을 정해주세요{(최대 5글자),Укажите название команды (до 5 символов)
1137,보낸이,От
1138,내용,Содержание
1139,첨부,Вложение
1140,쪽지 목록,Список сообщений
1141,받는이:,Кому:
1142,첨부종류:,Тип вложения:
1143,상세:,Подробности:
1144,전송 비용:,Стоимость передачи:
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),(Стоимость предмета + базовый сбор 100 + 5 % от цены присоединённого предмета)
1146,쪽지보내기,Отправить сообщение
1147,첼린저,Челленджер
1148,마스터,Мастер
1149,다이아,Алмаз
1150,플레티넘,Платина
1151,골드,Золото
1152,실버,Серебро
1153,브론즈,Бронза
1154,<시즌 보상정보>,Информация о сезонных наградах
1155,시즌 보상정보,Информация о сезонных наградах
1156,등급상승 보상,Награда за улучшение класса
1157,명예의 전당 헌액,Вклад в Зал Славы
1158,시즌보상카드 증정,Карта награды сезона
1159,다이아 패키지,Алмазный пакет
1160,플레티넘 패키지,Платиновый пакет
1161,골드 패키지,Золотой пакет
1162,실버 패키지,Серебряный пакет
1163,모든선수 패키지,Пакет для всех игроков
1164,다이아 영입,Набор в Даймонд
1165,첼린저 영입,Набор в Челленджер
1166,모든한정포함 첼린저 영입,Полный лимитированный набор
1167,보낸날짜,Дата отправки
1168,보상정보,Информация о наградах
1169,모든팀에게 승리 시,Победа всем командам!
1170,상세보기,Подробнее
1171,연습{경기,Тренировочный матч
1172,대전,Матч
1173,멀티 시즌성적,Результаты нескольких сезонов
1174,새로운 시즌 시작,Начало нового сезона
1175,평균 선수 종합:,Средний общий показатель игрока:
1176,이곳을 눌러{선수 이름 입력,"Нажмите сюда, чтобы {имя игрока} вошёл в игру."
1177,시즌,Сезон
1178,영입정보,Информация о наборе
1179,검색,Поиск
1180,난이도,Сложность
1181,대표팀,Знаменитая команда
1191,새로운 리그 시작,Старт новой лиги
1192,<선수 등급 정보>,Информация о рейтинге игрока
1193,토너먼트,Турнир
1194,우승,Чемпион
1195,승자조,Верхняя сетка
1196,패자조,Нижний брекет
1197,시즌보상정보,Информация о сезонных наградах
1198,격전보상정보,Информация о награде за крушение
1199,재시도,Повторить
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Если вы не пройдёте в финальный турнир, награда не будет начислена."
1201,랭크,Ранг
1202,격전,Раздавить
1203,팀정보,Информация о команде
1204,다음경기,Следующий матч
1205,팀 능력,Статистика команды
1206,선수 능력,Статистика игрока
1207,<시즌보상선수>,Игрок сезонных наград
1208,추가경험치,Добавить опыт
1209,경기 자동,АвтоМатч
1210,아이템,Предмет
1211,사용중인 아이템,Используемые предметы
1212,경기 아이템,Предметы матча
1213,사용,Использовать
1214,개수,Счёт
1215,자동,Авто
1216,추가경험치,Добавить опыт
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,"※ Награды можно получить, начиная с 10‑го сезона и далее."
1218,언어설정,Настройки языка
1219,리셋,Сброс
1220,재시작,Перезагрузка
1221,코치,Тренер
1222,추가,Добавить
1223,후보,Суб
1224,새게임,Новая игра
1225,버그 제보,Баг‑репорт
1226,코치명단,Список тренеров
1227,새로운 광고 준비 중... 기다려주세요,"Подготовка новой рекламы… Пожалуйста, подождите."
1228,확률정보,Информация о шансах
1229,팀명 변경,Смена названия команды
1230,보상선수,Наградить игрока
1231,선수명단,Список игроков
1232,시간정보 재송신,Перезагрузка информации о времени
1233,밴픽 평가,Оценка банов и пиков
