ID,Korean,Dec
1157,명예의 전당 헌액,Contribución del Salón de la Fama
1158,시즌보상카드 증정,Tarjeta de recompensa de la temporada
1159,다이아 패키지,Paquete de diamantes
1160,플레티넘 패키지,Paquete de platino
1161,골드 패키지,Paquete de oro
1162,실버 패키지,Paquete de plata
1163,모든선수 패키지,Todo el paquete de jugadores
1164,다이아 영입,Reclutamiento de diamantes
1165,첼린저 영입,Reclutamiento Challenger
1166,모든한정포함 첼린저 영입,Reclutamiento de límites de todo el incluido
1167,보낸날짜,Fecha de envío
1168,보상정보,Información de recompensas
1169,모든팀에게 승리 시,Victoria para todos los equipos
1170,상세보기,Ver detalles
1171,연습{경기,Practica {Partido
1172,대전,Fósforo
1173,멀티 시즌성적,Resultados de la temporada múltiple
1174,새로운 시즌 시작,Nuevo inicio de la temporada
1175,평균 선수 종합:,Total del jugador AVG:
1176,이곳을 눌러{선수 이름 입력,Presione aquí para {Nombre del jugador Enter
1177,시즌,Estación
1178,영입정보,Información de reclutamiento
1179,검색,Sierra
1180,난이도,Dificultad
1181,대표팀,Equipo famoso
1191,새로운 리그 시작,Nuevo inicio de la liga
1192,<선수 등급 정보>,<Información de tasa de jugador>
1193,토너먼트,Torneo
1194,우승,Campeón(남성)
1195,승자조,Campeón
1196,패자조,Soporte del ganador
1197,시즌보상정보,Soporte de perdedor
1198,격전보상정보,Información de recompensa de la temporada
1199,재시도,Rever
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Si no procedes al torneo final, no serás recompensado."
1201,랭크,Rango
1202,격전,Aplastar
1203,팀정보,Información del equipo
1204,다음경기,Próximo partido
1205,팀 능력,Estadísticas de equipo
1206,선수 능력,Estadísticas de jugadores
1207,<시즌보상선수>,<Jugador de recompensa de la temporada>
1208,추가경험치,Agregar exp
1209,경기 자동,Coincidencia de auto
1210,아이템,Artículo
1211,사용중인 아이템,Elementos en uso
1212,경기 아이템,Elementos de coincidencia
1213,사용,Usar
1214,개수,Contar
1215,자동,Auto
1216,추가경험치,Adición
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ Las recompensas solo se pueden recibir por la temporada 10 o más.
1218,언어설정,Configuración de idiomas
1219,리셋,Reiniciar
1220,재시작,Reiniciar
1221,코치,Entrenador(남성)
1222,추가,Entrenador
1223,후보,Agregar
1224,새게임,Nuevo juego
1225,버그 제보,Informe de error
1226,코치명단,Lista de entrenadores
1227,새로운 광고 준비 중... 기다려주세요,Preparando un nuevo anuncio ... por favor espera
1228,확률정보,Información de probabilidad
1229,팀명 변경,Cambio de nombre del equipo
1230,보상선수,Jugador de recompensa
1231,선수명단,Lista de jugadores
1232,시간정보 재송신,Recarga de información de información
