ID,Korean,Dec
1114,포인트,Punkt
1115,친구요청,Freundschaftsanfrage
1116,친구추가,Freund hinzufügen
1117,친구 목록,Freundesliste
1118,찾기,Finden
1119,아니요,Nein
1120,멀티대전정보,Multimatch-Informationen.
1121,친구 추가,Freund hinzufügen
1122,라인전{운영,Linie {Operation.
1123,밸런스,Ausgewogen
1124,커스텀,Benutzerdefiniert
1125,탑,oben
1126,정글,oben
1127,미드,Dschungel
1128,원딜,Mitte
1129,서폿,ANZEIGE
1130,중심,Center
1131,갱킹,Ganking
1132,메인오더,Hauptauftrag
1133,한정,Begrenzt
1134,레벨,Lv
1135,팀,Mannschaft
1136,당신의 팀이름을 정해주세요{(최대 5글자),Bitte geben Sie Ihren Teamnamen an {(bis zu 5 Zeichen) an
1137,보낸이,Von
1138,내용,Inhalt
1139,첨부,Anhang
1140,쪽지 목록,Nachrichtenliste
1141,받는이:,Zu:
1142,첨부종류:,Art des Anhangs:
1143,상세:,Detail:
1144,전송 비용:,Übertragungskosten:
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),(Artikelpreis + Grundgebühr 100 + 5% des angehängten Artikelpreises)
1146,쪽지보내기,Eine Nachricht schicken
1147,첼린저,Herausforderer
1148,마스터,Meister
1149,다이아,Diamant
1150,플레티넘,Platin
1151,골드,Gold
1152,실버,Silber
1153,브론즈,Bronze
1154,<시즌 보상정보>,<Saison-Belohnungsinformationen>
1155,시즌 보상정보,Information der Saison
1156,등급상승 보상,Klasse Upgrade Belohnung
1157,명예의 전당 헌액,Hall of Fame-Beitrag
1158,시즌보상카드 증정,Saisonreward-Karte
1159,다이아 패키지,Diamantpaket.
1160,플레티넘 패키지,Platin-Paket.
1161,골드 패키지,Goldpaket
1162,실버 패키지,Silberpaket
1163,모든선수 패키지,Alles Spielerpaket.
1164,다이아 영입,Diamantrekrutierung.
1165,첼린저 영입,Challenger Recruitment
1166,모든한정포함 첼린저 영입,All-Income-Limit-Rekrutierung
1167,보낸날짜,Sendedatum
1168,보상정보,Belohnung info.
1169,모든팀에게 승리 시,Sieg für alle Teams
1170,상세보기,Details anzeigen
1171,연습{경기,Üben Sie {Match.
1172,대전,Spiel
1173,멀티 시즌성적,Multi Saisonergebnisse.
1174,새로운 시즌 시작,Neue Saisonstart
1175,평균 선수 종합:,AVG-Player Summe:
1176,이곳을 눌러{선수 이름 입력,"Drücken Sie hier, um den Namen {Player-Namen einzugeben"
1177,시즌,Jahreszeit
1178,영입정보,Rekrutierungsinfo.
1179,검색,Seeach
1180,난이도,Schwierigkeit
1181,대표팀,Berühmtes Team
1191,새로운 리그 시작,New League Start.
1192,<선수 등급 정보>,<Player-Rate Info>
1193,토너먼트,Turnier
1194,우승,Champion
1195,승자조,Gewinnerhalterung
1196,패자조,Verlierer Braket.
1197,시즌보상정보,Saison-Belohnung Info.
1198,격전보상정보,Crush Reward Info.
1199,재시도,Wiederholen
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Wenn Sie nicht mit dem letzten Turnier fortfahren, werden Sie nicht belohnt."
1201,랭크,Rang
1202,격전,Zerquetschen
1203,팀정보,Teaminfo.
1204,다음경기,Nächstes Spiel
1205,팀 능력,Teamstatistiken
1206,선수 능력,Spielerstatistiken
1207,<시즌보상선수>,<Saisonreward Player>
1208,추가경험치,EXP
1209,경기 자동,Auto-Match
1210,아이템,Artikel
1211,사용중인 아이템,Gebrauchsgegenstände.
1212,경기 아이템,Spielelemente
1213,사용,Benutzen
1214,개수,Anzahl
1215,자동,Auto
1216,추가경험치,ADDEXP.
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ Belohnungen können nur bis Saison 10 oder mehr empfangen werden.
1218,언어설정,Spracheinstellung
