ID,Korean,Dec
1142,첨부종류:,Tipo di allegato:
1143,상세:,Dettaglio:
1144,전송 비용:,Costo della trasmissione:
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),(Prezzo del prezzo + tassa di base 100 + 5% del prezzo allegato Prezzo)
1146,쪽지보내기,Mandare un messaggio
1147,첼린저,Sfidante
1148,마스터,Maestro
1149,다이아,Diamante
1150,플레티넘,Platino
1151,골드,Oro
1152,실버,D'argento
1153,브론즈,Bronzo
1154,<시즌 보상정보>,<Season Reward Information>
1155,시즌 보상정보,Informazioni sulla ricompensa della stagione
1156,등급상승 보상,Ricompensa di aggiornamento della classe
1157,명예의 전당 헌액,Contributo della sala di fama
1158,시즌보상카드 증정,Carta di ricompensa della stagione
1159,다이아 패키지,Pacchetto di diamanti
1160,플레티넘 패키지,Pacchetto Platinum.
1161,골드 패키지,Pacchetto oro
1162,실버 패키지,Pacchetto d'argento
1163,모든선수 패키지,Pacchetto di tutti i giocatori
1164,다이아 영입,Reclutamento di diamanti
1165,첼린저 영입,Reclutamento di Challenger.
1166,모든한정포함 첼린저 영입,Reclutamento limitativo integrale
1167,보낸날짜,Data inviata
1168,보상정보,Premi Informazioni
1169,모든팀에게 승리 시,Vittoria a tutte le squadre
1170,상세보기,Visualizza dettagli
1171,연습{경기,Pratica {match.
1172,대전,Incontro
1173,멀티 시즌성적,Risultati multi stagione
1174,새로운 시즌 시작,Inizio della nuova stagione
1175,평균 선수 종합:,AVG PLAYER Total:
1176,이곳을 눌러{선수 이름 입력,Premi qui per {Nome del giocatore ENTER
1177,시즌,Stagione
1178,영입정보,Informazioni sul reclutamento
1179,검색,Seach.
1180,난이도,Difficoltà
1181,대표팀,Squadra famosa
1191,새로운 리그 시작,Inizio della nuova lega
1192,<선수 등급 정보>,<Le informazioni del tasso del giocatore>
1193,토너먼트,Torneo
1194,우승,Campione
1195,승자조,La parentesi del vincitore
1196,패자조,Braket di perdente
1197,시즌보상정보,Informazioni sulla ricompensa della stagione
1198,격전보상정보,Crush Ricompensa Informazioni
1199,재시도,Ricercare
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Se non procedi al torneo finale, non sarai premiato."
1201,랭크,Rango
1202,격전,Schiacciare
1203,팀정보,Info della squadra
1204,다음경기,La prossima partita
1205,팀 능력,Statistiche della squadra
1206,선수 능력,Statistiche dei giocatori
1207,<시즌보상선수>,<Stagione Reward Player>
1208,추가경험치,Aggiungi Exp.
1209,경기 자동,Partita automatica
1210,아이템,Articolo
1211,사용중인 아이템,Articoli in uso
1212,경기 아이템,Abbinare gli articoli
1213,사용,Utilizzo
1214,개수,Contano
1215,자동,Auto
1216,추가경험치,ADDEXP.
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ i premi possono essere ricevuti solo per la stagione 10 o più.
1218,언어설정,Set di lingue
1219,리셋,Ripristina
1220,재시작,Riavviare
