ID,Korean,Dec
1098,문의하기,お問い合わせ
1099,버그/건의,バグ/提案
1100,게임 종료,出口ゲーム
1101,초대링크,招待リンク
1102,모의경기,シミュレーションの一致
1103,전략복사,戦略的コピー
1104,신고,報告
1105,<이벤트>,<イベント>
1106,스폰서의 특급이벤트!{{지금 스폰서광고를 보시면 보상을 +50%를 추가로 드립니다!,スポンサーのエクスプレスイベント！ {{{{+スポンサー付き広告をチェックアウトしてさらに+ 50％の報酬を得る。
1107,영입시장으로 가기,採用市場に行きます
1108,<리뷰 이벤트>,<イベント>
1109,게임을 해주셔서 감사합니다.{{리뷰를 해주시면 개발자에게 큰힘이 됩니다. 보상으로 정수 300개를 드립니다.,ゲームをしてくれてありがとう。 {{これは開発者にとって大きな助けです。あなたは300の本質を報酬として受け取るでしょう。
1110,리뷰하러 가기,口コミを送信
1111,답변을 받으실 메일을 적어주세요.,答える電子メールを書いてください。
1112,(언어 변경 시 재시작 필요),（言語を変更するときに再起動が必要です）
1113,이벤트,イベント
1114,포인트,点
1115,친구요청,友達リクエスト
1116,친구추가,友人を追加する
1117,친구 목록,友達リスト
1118,찾기,探す
1119,아니요,番号
1120,멀티대전정보,マルチシーム情報
1121,친구 추가,友人を追加する
1122,라인전{운영,line {operation.
1123,밸런스,バランス
1124,커스텀,カスタム
1125,탑,上
1126,정글,上
1127,미드,密林
1128,원딜,中々
1129,서폿,広告
1130,중심,中心
1131,갱킹,g g
1132,메인오더,メインオーダー
1133,한정,限定
1134,레벨,l
1135,팀,チーム
1136,당신의 팀이름을 정해주세요{(최대 5글자),チーム名{（最大5文字）を指定してください
1137,보낸이,から
1138,내용,コンテンツ
1139,첨부,添付
1140,쪽지 목록,メッセージリスト
1141,받는이:,に：
1142,첨부종류:,添付ファイルの種類：
1143,상세:,詳細：
1144,전송 비용:,伝送コスト
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),（商品価格+基本料金100 +付属品の価格の5％）
1146,쪽지보내기,メッセージを送る
1147,첼린저,挑戦者
1148,마스터,主人
1149,다이아,ダイヤモンド
1150,플레티넘,白金
1151,골드,ゴールド
1152,실버,銀
1153,브론즈,ブロンズ
1154,<시즌 보상정보>,<シーズン報酬情報>
1155,시즌 보상정보,シーズン報酬情報
1156,등급상승 보상,クラスアップグレード報酬
1157,명예의 전당 헌액,殿堂の貢献
1158,시즌보상카드 증정,シーズンリワードカード
1159,다이아 패키지,ダイヤモンドパッケージ
1160,플레티넘 패키지,プラチナパッケージ
1161,골드 패키지,金パッケージ
1162,실버 패키지,銀パッケージ
1163,모든선수 패키지,すべてのプレイヤーパッケージ
1164,다이아 영입,ダイヤモンド募集
1165,첼린저 영입,チャレンジャーの採用
1166,모든한정포함 첼린저 영입,all-incull ubles relumement.
1167,보낸날짜,送信日付
1168,보상정보,報酬情報
1169,모든팀에게 승리 시,すべてのチームへの勝利
1170,상세보기,詳細を見る
1171,연습{경기,練習{一致する
1172,대전,マッチ
1173,멀티 시즌성적,マルチシーズンの結果
1174,새로운 시즌 시작,ニューシーズンスタート
1175,평균 선수 종합:,AVGプレーヤーの合計：
1176,이곳을 눌러{선수 이름 입력,ここで{Player Name Enter.を押します
1177,시즌,季節
1178,영입정보,募集情報
1179,검색,s s
1180,난이도,困難
1181,대표팀,有名なチーム
1191,새로운 리그 시작,新しいリーグの開始
1192,<선수 등급 정보>,<プレイヤーレート情報>
1193,토너먼트,トーナメント
1194,우승,チャンピオン
1195,승자조,受賞者ブラケット
1196,패자조,敗者のブレーケット
1197,시즌보상정보,シーズン報酬情報
1198,격전보상정보,報酬情報を粉砕する
1199,재시도,リトライ
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,※最後のトーナメントに進んでいない場合は、報酬を受けません。
1201,랭크,ランクー
1202,격전,打ち砕く
1203,팀정보,チーム情報
1204,다음경기,次の試合
1205,팀 능력,チーム統計
1206,선수 능력,プレイヤー統計
1207,<시즌보상선수>,<シーズン報酬プレイヤー>
1208,추가경험치,expを追加
1209,경기 자동,オートマッチ
1210,아이템,アイテム
1211,사용중인 아이템,使用中の項目
1212,경기 아이템,アイテムを一致させる
1213,사용,使用
1214,개수,カウント
1215,자동,オート
1216,추가경험치,addexp.
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※リワードはシーズン10以上にのみ受け取ることができます。
1218,언어설정,言語の設定
1219,리셋,リセットする
1220,재시작,リブート
