ID,Korean,Dec
1157,명예의 전당 헌액,Contribución del Salón de la Fama
1158,시즌보상카드 증정,Tarjeta de recompensa de temporada
1159,다이아 패키지,Paquete de diamantes
1160,플레티넘 패키지,Paquete de platino
1161,골드 패키지,Paquete de oro
1162,실버 패키지,Paquete de plata
1163,모든선수 패키지,Todo el paquete del jugador
1164,다이아 영입,Reclutamiento de diamantes
1165,첼린저 영입,Reclutamiento de Challenger
1166,모든한정포함 첼린저 영입,Reclutamiento límite de todo incluido
1167,보낸날짜,Fecha enviada
1168,보상정보,Información de recompensa
1169,모든팀에게 승리 시,Victoria a todos los equipos
1170,상세보기,Ver detalles
1171,연습{경기,Practica {partido
1172,대전,Partido
1173,멀티 시즌성적,Resultados multi temporada
1174,새로운 시즌 시작,Nuevo comienzo de temporada
1175,평균 선수 종합:,Player AVG TOTAL:
1176,이곳을 눌러{선수 이름 입력,Presione aquí a {Nombre del jugador Entrar
1177,시즌,Temporada
1178,영입정보,Información de reclutamiento
1179,검색,Señora
1180,난이도,Dificultad
1181,대표팀,Equipo famoso
1191,새로운 리그 시작,New League Start
1192,<선수 등급 정보>,<Player Fiche Info>
1193,토너먼트,Torneo
1194,우승,Campeón
1195,승자조,Soporte del ganador
1196,패자조,Braket del perdedor
1197,시즌보상정보,Información de recompensa de temporada
1198,격전보상정보,Info de recompensa de aplastamiento
1199,재시도,Rever
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Si no procede al torneo final, no será recompensado."
1201,랭크,Rango
1202,격전,Aplastar
1203,팀정보,Información del equipo
1204,다음경기,Próximo partido
1205,팀 능력,Estadísticas del equipo
1206,선수 능력,Estadísticas del jugador
1207,<시즌보상선수>,<Player de la temporada de recompensa>
1208,추가경험치,Agregar exp
1209,경기 자동,Partido automático
1210,아이템,Artículo
1211,사용중인 아이템,Artículos en uso
1212,경기 아이템,Partidos de artículos
1213,사용,Usar
1214,개수,Contar
1215,자동,Auto
1216,추가경험치,Adjunta
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ Las recompensas solo pueden ser recibidas por la temporada 10 o más.
1218,언어설정,Conjunto de idiomas
