ID,Korean,Dec
1055,스폰서 광고를 보고 원하는 보상을 받으세요.,Regardez les publicités sponsorisées pour obtenir des récompenses.
1056,5번 보시면 200정수를 추가로 드립니다.,"Si vous regardez 5 fois, vous gagnerez 200 d’essence supplémentaires."
1057,골드 영입,Recrutement Or
1058,실버 선수,Joueur Silver
1059,시청,Regarder
1060,플레,Platine
1061,골드,Or
1062,선수명단,Liste des joueurs
1063,가격,Prix
1064,추천,Recommander
1065,구입,Acheter
1066,탑 랭킹,Rang supérieur
1067,내 순위,Mon rang
1068,새로고침시간,Temps de recharge
1069,대전정보,Informations du match
1070,대전찾기,Recherche de partie
1071,선수,Joueur
1072,감독,Manager
1073,로그인,Connexion
1074,확인,Confirmer
1075,일일,Jour
1076,업적,Succès
1077,기타,etc.
1078,보상,Récompense
1079,공지사항,Avis
1080,계속,Continuer
1081,이곳을 눌러 입력,Cliquez ici pour entrer
1082,최종순위,Rang final
1083,시즌 보상:,Récompense de saison :
1084,스킵,Passer
1085,예,Oui
1086,아니오,Non
1087,터치 하면 게임 시작,Touchez pour démarrer la partie
1088,평점,Rang
1089,경기진행,Progression du match
1090,버전확인,Vérifier la version
1091,업데이트하러 가기,Aller à la mise à jour
1092,다시확인,Vérifie à nouveau
1093,팀정보를 불러오지 못했습니다.{다시 시도해보세요.,Échec du chargement des informations d’équipe. Réessayez.
1094,이곳을 눌러 찾을 팀이름 입력,Appuyez ici pour saisir le nom de l’équipe à rechercher.
1095,밴플레이어,Bannir le joueur
1096,전달,Relais
1097,전송,Envoyer
1098,문의하기,Contactez‑nous
1099,버그/건의,Bogue / Suggestions
1100,게임 종료,Quitter le jeu
1101,초대링크,Lien d’invitation
1102,모의경기,Match de simulation
1103,전략복사,Copie stratégique
1104,신고,Signaler
1105,<이벤트>,<Événement>
1106,스폰서의 특급이벤트!{{지금 스폰서광고를 보시면 보상을 +50%를 추가로 드립니다!,Événement express du sponsor ! {{Découvrez les publicités sponsorisées maintenant pour obtenir un bonus supplémentaire de +50 % de récompense.}}
1107,영입시장으로 가기,Aller au Marché du recrutement
1108,<리뷰 이벤트>,Événement de revue
1109,게임을 해주셔서 감사합니다.{{리뷰를 해주시면 개발자에게 큰힘이 됩니다. 보상으로 정수 300개를 드립니다.,Merci d'avoir joué à la partie. {{Ceci est d'une grande aide pour les développeurs. Vous recevrez 300 Essences en récompense.}}
1110,리뷰하러 가기,Aller à la revue
1111,답변을 받으실 메일을 적어주세요.,Rédigez un e‑mail pour répondre.
1112,(언어 변경 시 재시작 필요),(Nécessite un redémarrage après changement de langue)
1113,이벤트,Événement
1114,포인트,Point
1115,친구요청,Demande d’ami
1116,친구추가,Ajouter un ami
1117,친구 목록,Liste d'amis
1118,찾기,Trouver
1119,아니요,Non
1120,멀티대전정보,Infos MultiMatch
1121,친구 추가,Ajouter un ami
1122,라인전{운영,Ligne{Opération
1123,밸런스,Équilibré
1124,커스텀,Personnalisé
1125,탑,Top
1126,정글,Jungle
1127,미드,Mid
1128,원딜,AD
1129,서폿,Support
1130,중심,Centre
1131,갱킹,Gank
1132,메인오더,Ordre principal
1133,한정,Limité
1134,레벨,NV
1135,팀,Équipe
1136,당신의 팀이름을 정해주세요{(최대 5글자),Veuillez préciser le nom de votre équipe (maximum 5 caractères).
1137,보낸이,De
1138,내용,Contenu
1139,첨부,Pièce jointe
1140,쪽지 목록,Liste des messages
1141,받는이:,À :
1142,첨부종류:,Type de pièce jointe :
1143,상세:,Détail :
1144,전송 비용:,Coût de transmission :
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),(Prix de l'objet + frais de base 100 + 5 % du prix de l'objet attaché)
1146,쪽지보내기,Envoyer un message
1147,첼린저,Challenger
1148,마스터,Maître
1149,다이아,Diamant
1150,플레티넘,Platine
1151,골드,Or
1152,실버,Argent
1153,브론즈,Bronze
1154,<시즌 보상정보>,Informations sur les récompenses de saison
1155,시즌 보상정보,Informations sur les récompenses de la saison
1156,등급상승 보상,Récompense de promotion de classe
1157,명예의 전당 헌액,Contribution au Temple de la renommée
1158,시즌보상카드 증정,Carte de récompense de la saison
1159,다이아 패키지,Pack Diamant
1160,플레티넘 패키지,Pack Platine
1161,골드 패키지,Pack Or
1162,실버 패키지,Pack Argent
1163,모든선수 패키지,Pack Tous les joueurs
1164,다이아 영입,Recrutement Diamant
1165,첼린저 영입,Recrutement Challenger
1166,모든한정포함 첼린저 영입,Recrutement Tout‑Inclus Limité
1167,보낸날짜,Date d’envoi
1168,보상정보,Infos Récompenses
1169,모든팀에게 승리 시,Victoire à toutes les équipes
1170,상세보기,Voir les détails
1171,연습{경기,Entraînement{Match
1172,대전,Match
1173,멀티 시즌성적,Résultats multi‑saisons
1174,새로운 시즌 시작,Nouvelle saison démarrée
1175,평균 선수 종합:,Total moyen par joueur :
1176,이곳을 눌러{선수 이름 입력,Appuyez ici pour que {Player name} entre.
1177,시즌,Saison
1178,영입정보,Infos de recrutement
1179,검색,Recherche
1180,난이도,Difficulté
1181,대표팀,Équipe célèbre
1191,새로운 리그 시작,Nouvelle ligue – démarrage
1192,<선수 등급 정보>,Informations sur le taux du joueur
1193,토너먼트,Tournoi
1194,우승,Champion
1195,승자조,Côté gagnant
1196,패자조,Tableau des perdants
1197,시즌보상정보,Infos Récompenses Saison
1198,격전보상정보,Infos sur la récompense Crush
1199,재시도,Réessayer
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Si vous ne vous qualifiez pas pour le tournoi final, vous ne recevrez aucune récompense."
1201,랭크,Rang
1202,격전,Écraser
1203,팀정보,Infos d’équipe
1204,다음경기,Prochain match
1205,팀 능력,Statistiques d’équipe
1206,선수 능력,Statistiques du joueur
1207,<시즌보상선수>,Joueur récompense de saison
1208,추가경험치,Ajouter de l’XP
1209,경기 자동,Match automatique
1210,아이템,Objet
1211,사용중인 아이템,Objets en cours d’utilisation
1212,경기 아이템,Objets du match
1213,사용,Utiliser
1214,개수,Comptage
1215,자동,Attaque auto
1216,추가경험치,Ajouter de l’XP
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ Les récompenses ne peuvent être obtenues qu’à partir de la saison 10 ou supérieure.
1218,언어설정,Paramètre de langue
1219,리셋,Réinitialiser
1220,재시작,Redémarrage
1221,코치,Entraîneur
1222,추가,Ajouter
1223,후보,Remplaçant
1224,새게임,Nouvelle partie
1225,버그 제보,Signalement de bug
1226,코치명단,Liste des coachs
1227,새로운 광고 준비 중... 기다려주세요,Préparation de la nouvelle publicité… veuillez patienter.
1228,확률정보,Infos de probabilité
1229,팀명 변경,Changement de nom d’équipe
1230,보상선수,Récompenser le joueur
1231,선수명단,Liste des joueurs
1232,시간정보 재송신,Rechargement des infos temps
