ID,Korean,Dec
1109,게임을 해주셔서 감사합니다.{{리뷰를 해주시면 개발자에게 큰힘이 됩니다. 보상으로 정수 300개를 드립니다.,感謝您遊玩本局。{{這對開發團隊有極大的幫助，您將獲得 300 靈魂作為獎勵。}}
1110,리뷰하러 가기,前往回顧
1111,답변을 받으실 메일을 적어주세요.,請撰寫一封回覆用的電子郵件。
1112,(언어 변경 시 재시작 필요),（更改語言後需要重新啟動）
1113,이벤트,活動
1114,포인트,分數
1115,친구요청,好友請求
1116,친구추가,加好友
1117,친구 목록,好友列表
1118,찾기,尋找
1119,아니요,否
1120,멀티대전정보,多場比賽資訊
1121,친구 추가,加好友
1122,라인전{운영,線路{操作
1123,밸런스,平衡
1124,커스텀,自訂
1125,탑,上路
1126,정글,打野
1127,미드,中路
1128,원딜,AD
1129,서폿,輔助
1130,중심,中路
1131,갱킹,抓人
1132,메인오더,主要指令
1133,한정,限量
1134,레벨,等級
1135,팀,隊伍
1136,당신의 팀이름을 정해주세요{(최대 5글자),請指定隊名（最多 5 個字）
1137,보낸이,從
1138,내용,目錄
1139,첨부,附件
1140,쪽지 목록,訊息列表
1141,받는이:,致：
1142,첨부종류:,附件類型：
1143,상세:,詳情：
1144,전송 비용:,傳輸成本：
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),（物品價格 + 基礎費用 100 + 附加物品價格的 5%）
1146,쪽지보내기,發送訊息
1147,첼린저,挑戰者
1148,마스터,大師
1149,다이아,鑽石
1150,플레티넘,白金
1151,골드,黃金
1152,실버,白銀
1153,브론즈,青銅
1154,<시즌 보상정보>,賽季獎勵資訊
1155,시즌 보상정보,賽季獎勵資訊
1156,등급상승 보상,等級升級獎勵
1157,명예의 전당 헌액,名人堂貢獻
1158,시즌보상카드 증정,賽季獎勵卡
1159,다이아 패키지,鑽石套裝
1160,플레티넘 패키지,白金套裝
1161,골드 패키지,黃金套裝
1162,실버 패키지,銀色套裝
1163,모든선수 패키지,全玩家套裝
1164,다이아 영입,鑽石招募
1165,첼린저 영입,挑戰者招募
1166,모든한정포함 첼린저 영입,全員上限招募
1167,보낸날짜,發送日期
1168,보상정보,獎勵資訊
1169,모든팀에게 승리 시,祝所有隊伍勝利！
1170,상세보기,查看詳情
1171,연습{경기,練習對局
1172,대전,比賽
1173,멀티 시즌성적,多賽季成績
1174,새로운 시즌 시작,新賽季開始
1175,평균 선수 종합:,平均玩家總計：
1176,이곳을 눌러{선수 이름 입력,按此以 {玩家名稱} 進入
1177,시즌,賽季
1178,영입정보,徵召資訊
1179,검색,搜尋
1180,난이도,難度
1181,대표팀,知名戰隊
1191,새로운 리그 시작,新聯賽開始
1192,<선수 등급 정보>,玩家評分資訊
1193,토너먼트,錦標賽
1194,우승,英雄
1195,승자조,勝者組
1196,패자조,敗者組
1197,시즌보상정보,賽季獎勵資訊
1198,격전보상정보,粉碎獎勵資訊
1199,재시도,重試
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,※ 若未晉級至最終賽事，將不會獲得任何獎勵。
1201,랭크,段位
1202,격전,碾壓
1203,팀정보,隊伍資訊
1204,다음경기,下一場比賽
1205,팀 능력,隊伍統計
1206,선수 능력,選手數據
1207,<시즌보상선수>,本賽季獎勵玩家
1208,추가경험치,新增經驗
1209,경기 자동,自動匹配
1210,아이템,裝備
1211,사용중인 아이템,已使用的裝備
1212,경기 아이템,比賽裝備
1213,사용,使用
1214,개수,計數
1215,자동,自動
1216,추가경험치,增加經驗值
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ 獎勵僅限第10賽季及以上可領取。
1218,언어설정,語言設定
1219,리셋,重置
1220,재시작,重啟
1221,코치,教練
1222,추가,新增
1223,후보,替補
1224,새게임,新遊戲
1225,버그 제보,Bug 回報
1226,코치명단,教練名單
1227,새로운 광고 준비 중... 기다려주세요,正在準備新廣告……請稍候
1228,확률정보,機率資訊
1229,팀명 변경,隊名變更
1230,보상선수,獎勵玩家
1231,선수명단,選手名單
1232,시간정보 재송신,時間資訊重新載入
1233,밴픽 평가,禁選評估
