ID,Korean,Dec
1106,스폰서의 특급이벤트!{{지금 스폰서광고를 보시면 보상을 +50%를 추가로 드립니다!,স্পনসর এর এক্সপ্রেস ইভেন্ট! {{অতিরিক্ত + 50% পুরস্কার পেতে এখন স্পন্সর বিজ্ঞাপনগুলি দেখুন।
1107,영입시장으로 가기,নিয়োগ বাজারে যান
1108,<리뷰 이벤트>,<পর্যালোচনা ইভেন্ট>
1109,게임을 해주셔서 감사합니다.{{리뷰를 해주시면 개발자에게 큰힘이 됩니다. 보상으로 정수 300개를 드립니다.,খেলা খেলার জন্য আপনাকে ধন্যবাদ। {{এই ডেভেলপারদের জন্য একটি দুর্দান্ত সাহায্য। আপনি একটি পুরস্কার হিসাবে 300 সারাংশ পাবেন।
1110,리뷰하러 가기,পর্যালোচনা করতে যান
1111,답변을 받으실 메일을 적어주세요.,উত্তর দিতে একটি ইমেইল লিখুন দয়া করে।
1112,(언어 변경 시 재시작 필요),(ভাষা পরিবর্তন করার সময় পুনঃসূচনা প্রয়োজন)
1113,이벤트,ঘটনা
1114,포인트,বিন্দু.
1115,친구요청,বন্ধু অনুরোধ
1116,친구추가,বন্ধু যোগ করুন
1117,친구 목록,বন্ধু তালিকা
1118,찾기,অনুসন্ধান
1119,아니요,না
1120,멀티대전정보,মাল্টিম্যাচ তথ্য
1121,친구 추가,বন্ধু যোগ করুন
1122,라인전{운영,লাইন {অপারেশন
1123,밸런스,সুষম
1124,커스텀,কাস্টম
1125,탑,শীর্ষ
1126,정글,শীর্ষ
1127,미드,জঙ্গল
1128,원딜,মধ্য পর্যন্ত
1129,서폿,বিজ্ঞাপন
1130,중심,কেন্দ্র
1131,갱킹,Ganking.
1132,메인오더,প্রধান আদেশ
1133,한정,সীমিত
1134,레벨,এলভি
1135,팀,টীম
1136,당신의 팀이름을 정해주세요{(최대 5글자),আপনার দলের নাম উল্লেখ করুন {(5 অক্ষর পর্যন্ত)
1137,보낸이,থেকে.
1138,내용,বিষয়বস্তু
1139,첨부,সংযুক্তি
1140,쪽지 목록,বার্তা তালিকা
1141,받는이:,প্রতি:
1142,첨부종류:,সংযুক্তি ধরন:
1143,상세:,বিস্তারিত:
1144,전송 비용:,ট্রান্সমিশন খরচ:
1145,(아이템 가격 + 기본 수수료 100 + 첨부아이템 가격의 5%),(আইটেম মূল্য + বেসিক ফি 100 + সংযুক্ত আইটেম মূল্যের 5%)
1146,쪽지보내기,একটি বার্তা পাঠান
1147,첼린저,চ্যালেঞ্জার
1148,마스터,মাস্টার
1149,다이아,হীরা
1150,플레티넘,প্ল্যাটিনাম
1151,골드,সোনা
1152,실버,রূপা
1153,브론즈,ব্রোঞ্জ
1154,<시즌 보상정보>,<ঋতু পুরস্কার তথ্য>
1155,시즌 보상정보,ঋতু পুরস্কার তথ্য
1156,등급상승 보상,ক্লাস আপগ্রেড পুরস্কার
1157,명예의 전당 헌액,ফেম অবদান হল
1158,시즌보상카드 증정,ঋতু পুরস্কার কার্ড
1159,다이아 패키지,ডায়মন্ড প্যাকেজ
1160,플레티넘 패키지,প্ল্যাটিনাম প্যাকেজ
1161,골드 패키지,গোল্ড প্যাকেজ
1162,실버 패키지,সিলভার প্যাকেজ
1163,모든선수 패키지,সমস্ত প্লেয়ার প্যাকেজ
1164,다이아 영입,ডায়মন্ড নিয়োগ
1165,첼린저 영입,চ্যালেঞ্জার নিয়োগ
1166,모든한정포함 첼린저 영입,সমস্ত অন্তর্ভুক্ত সীমা নিয়োগ
1167,보낸날짜,পাঠানো তারিখ
1168,보상정보,পুরস্কার তথ্য
1169,모든팀에게 승리 시,সব দলের জয়
1170,상세보기,বিস্তারিত দেখুন
1171,연습{경기,অনুশীলন {ম্যাচ
1172,대전,ম্যাচ
1173,멀티 시즌성적,মাল্টি ঋতু ফলাফল
1174,새로운 시즌 시작,নতুন ঋতু শুরু
1175,평균 선수 종합:,AVG প্লেয়ার মোট:
1176,이곳을 눌러{선수 이름 입력,এখানে {প্লেয়ার নাম লিখুন
1177,시즌,মৌসম
1178,영입정보,নিয়োগ তথ্য
1179,검색,Seach.
1180,난이도,অসুবিধা অসুবিধা
1181,대표팀,বিখ্যাত দল
1191,새로운 리그 시작,নতুন লীগ শুরু
1192,<선수 등급 정보>,<প্লেয়ার রেট তথ্য>
1193,토너먼트,টুর্নামেন্ট
1194,우승,রক্ষক
1195,승자조,বিজয়ী এর বন্ধনী
1196,패자조,লসারের ব্রাকেট
1197,시즌보상정보,ঋতু পুরস্কার তথ্য
1198,격전보상정보,ক্রাশ পুরস্কার তথ্য
1199,재시도,পুনরায় চেষ্টা করা
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ আপনি যদি চূড়ান্ত টুর্নামেন্টে যান না, তবে আপনাকে পুরস্কৃত করা হবে না।"
1201,랭크,র্যাঙ্ক
1202,격전,পিষা
1203,팀정보,টিম তথ্য
1204,다음경기,পরবর্তী খেলা
1205,팀 능력,টিম পরিসংখ্যান
1206,선수 능력,প্লেয়ার পরিসংখ্যান
1207,<시즌보상선수>,<ঋতু পুরস্কার প্লেয়ার>
1208,추가경험치,এক্সপ যোগ করুন
1209,경기 자동,অটো ম্যাচ
1210,아이템,আইটেম
1211,사용중인 아이템,ব্যবহার আইটেম
1212,경기 아이템,ম্যাচ আইটেম
1213,사용,ব্যবহার করুন
1214,개수,গণনা করা
1215,자동,অটো
1216,추가경험치,Addexp.
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ পুরষ্কার শুধুমাত্র ঋতু 10 বা তার বেশি গ্রহণ করা যেতে পারে।
1218,언어설정,ভাষা সেটিং
