ID,Korean,Dec
1171,연습{경기,Partida de Treino
1172,대전,Partida
1173,멀티 시즌성적,Resultados de Múltiplas Temporadas
1174,새로운 시즌 시작,Início da Nova Temporada
1175,평균 선수 종합:,Média Total do Jogador:
1176,이곳을 눌러{선수 이름 입력,Pressione aqui para {Player name} entrar
1177,시즌,Temporada
1178,영입정보,Informações de Recrutamento
1179,검색,Pesquisar
1180,난이도,Dificuldade
1181,대표팀,Time famoso
1191,새로운 리그 시작,Nova Liga Iniciada
1192,<선수 등급 정보>,Informação da taxa do jogador
1193,토너먼트,Torneio
1194,우승,Campeão
1195,승자조,Chave dos Vencedores
1196,패자조,Chave de repescagem
1197,시즌보상정보,Informações das Recompensas da Temporada
1198,격전보상정보,Informações da Recompensa de Crush
1199,재시도,Repetir
1200,※ 격전 토너먼트를 마지막까지 진행하지 않으면 보상을 받을 수 없습니다.,"※ Se você não avançar para o torneio final, não receberá nenhuma recompensa."
1201,랭크,Classificação
1202,격전,Detonar
1203,팀정보,Informações da Equipe
1204,다음경기,Próxima Partida
1205,팀 능력,Estatísticas da Equipe
1206,선수 능력,Estatísticas do Jogador
1207,<시즌보상선수>,Jogador de Recompensa da Temporada
1208,추가경험치,Adicionar XP
1209,경기 자동,Partida Automática
1210,아이템,Item
1211,사용중인 아이템,Itens em uso
1212,경기 아이템,Itens da Partida
1213,사용,Usar
1214,개수,Contagem
1215,자동,Auto
1216,추가경험치,Adicionar EXP
1217,※ 보상은 시즌 10전 이상 이여만 받을 수 있습니다.,※ Recompensas só podem ser obtidas a partir da Temporada 10.
1218,언어설정,Configuração de idioma
1219,리셋,Reiniciar
1220,재시작,Reboot
1221,코치,Treinador
1222,추가,Adicionar
1223,후보,Suplente
1224,새게임,Nova Partida
1225,버그 제보,Relatório de Bug
1226,코치명단,Lista de Treinadores
1227,새로운 광고 준비 중... 기다려주세요,Preparando novo anúncio… aguarde.
1228,확률정보,Informações de Probabilidade
1229,팀명 변경,Alteração de Nome da Equipe
1230,보상선수,Recompensar Jogador
1231,선수명단,Lista de Jogadores
1232,시간정보 재송신,Recarregar informações de tempo
